SMI-Family
ISIN;CH0009980894;;;;;;CH0000222130;;;;CH0004147150;CH0004147192;CH0004147242
SYMBOL;SMI ;;;;;;SMIC;;;;SSPRC;SSPRA;SSPRM
NAME;SMI®;;;;;;SMIC;;;;SMI® Current;SMI® Daily;SMI® Monthly
;Price-Index;;;;;;Total-Return;;;;Spread %;aver. Sp. %;aver. Sp. %
YTDPerf.%;-7.200;-7.700;-7.020;-7.460;-7.660;-7.680;-3.990;-4.500;-3.800;-4.260;-50.000;-33.340;-100.000;
Date;Open;Close;High;Low;Bid;Ask;  Open  ; Close  ; High   ;  Low   ;Close;Close;Close
13.06.1997; 5367.60;   5384.60;   5397.70;   5363.40;   5381.50;   5388.40;   6511.30;   6531.90;   6547.80;   6506.30;     00.13;     00.13;          ;
12.06.1997; 5326.10;   5364.20;   5366.80;   5326.10;   5360.10;   5369.30;   6461.00;   6507.20;   6510.40;   6461.00;     00.17;     00.12;          ;
11.06.1997; 5361.90;   5308.60;   5361.90;   5304.30;   5302.10;   5314.00;   6489.40;   6439.80;   6498.30;   6434.50;     00.22;     00.13;          ;
10.06.1997; 5368.80;   5361.90;   5383.90;   5320.00;   5354.20;   5366.50;   6497.80;   6489.40;   6516.00;   6438.80;     00.23;     00.13;          ;
09.06.1997; 5322.70;   5368.80;   5384.80;   5322.50;   5359.30;   5370.90;   6441.10;   6497.80;   6517.10;   6440.80;     00.22;     00.18;          ;
06.06.1997; 5252.00;   5320.00;   5327.60;   5252.00;   5313.60;   5323.60;   6355.60;   6437.80;   6447.10;   6355.60;     00.18;     00.13;          ;
05.06.1997; 5242.00;   5251.20;   5257.80;   5221.80;   5242.30;   5253.50;   6334.30;   6354.60;   6362.60;   6319.00;     00.21;     00.12;          ;
04.06.1997; 5207.00;   5238.50;   5250.60;   5207.00;   5232.60;   5241.70;   6292.00;   6330.10;   6344.70;   6292.00;     00.18;     00.12;          ;
03.06.1997; 5157.50;   5207.20;   5207.20;   5157.50;   5201.10;   5209.90;   6232.20;   6292.30;   6292.30;   6232.20;     00.17;     00.13;          ;
02.06.1997; 5043.30;   5150.00;   5150.00;   5043.20;   5142.70;   5152.00;   6094.20;   6223.20;   6223.20;   6094.10;     00.18;     00.13;          ;
30.05.1997; 5131.40;   5041.60;   5131.90;   5027.30;   5035.00;   5049.90;   6200.70;   6092.20;   6201.20;   6074.90;     00.19;     00.16;          ;
29.05.1997; 5130.80;   5132.10;   5140.90;   5092.70;   5130.10;   5137.40;   6199.90;   6201.50;   6212.10;   6153.80;     00.15;     00.14;          ;
28.05.1997; 5193.70;   5133.10;   5238.30;   5098.50;   5126.20;   5136.80;   6276.00;   6202.70;   6329.80;   6160.90;     00.20;     00.15;          ;
27.05.1997; 5188.20;   5190.00;   5232.10;   5180.50;   5184.10;   5192.30;   6269.30;   6271.40;   6322.40;   6259.90;     00.17;     00.13;          ;
26.05.1997; 5181.00;   5196.70;   5258.70;   5181.00;   5190.90;   5206.70;   6260.60;   6279.60;   6354.40;   6260.60;     00.30;     00.13;          ;
23.05.1997; 5178.70;   5181.00;   5201.90;   5164.60;   5177.10;   5190.60;   6257.80;   6260.60;   6285.90;   6240.70;     00.26;     00.15;          ;
22.05.1997; 5184.10;   5176.40;   5207.20;   5153.80;   5170.80;   5180.50;   6264.30;   6255.10;   6292.30;   6227.70;     00.19;     00.13;          ;
21.05.1997; 5081.10;   5178.60;   5196.40;   5081.10;   5172.90;   5182.10;   6139.80;   6257.70;   6279.10;   6139.80;     00.18;     00.12;          ;
20.05.1997; 5149.80;   5081.00;   5149.80;   5064.90;   5073.00;   5083.90;   6222.90;   6139.70;   6222.90;   6120.30;     00.22;     00.13;          ;
16.05.1997; 5144.80;   5157.50;   5194.40;   5142.20;   5140.10;   5158.80;   6216.80;   6232.20;   6276.80;   6213.70;     00.36;     00.12;          ;
15.05.1997; 5134.70;   5141.70;   5142.60;   5095.60;   5135.70;   5145.30;   6204.60;   6213.00;   6214.10;   6157.40;     00.18;     00.13;          ;
14.05.1997; 5089.70;   5134.30;   5146.20;   5089.70;   5126.20;   5136.20;   6150.20;   6204.20;   6218.60;   6150.20;     00.20;     00.11;          ;
13.05.1997; 5046.10;   5084.20;   5086.80;   5046.10;   5080.70;   5089.50;   6097.60;   6143.60;   6146.80;   6097.60;     00.17;     00.12;          ;
12.05.1997; 5004.80;   5042.50;   5049.70;   4956.60;   5039.20;   5049.00;   6047.70;   6093.20;   6101.90;   5989.40;     00.20;     00.13;          ;
09.05.1997; 5015.10;   5004.70;   5042.30;   5000.70;   4999.00;   5008.00;   6053.90;   6047.60;   6093.00;   6042.80;     00.16;     00.11;          ;
07.05.1997; 4988.10;   5016.00;   5028.00;   4986.70;   5011.50;   5020.40;   6021.30;   6054.90;   6069.50;   6019.60;     00.18;     00.12;          ;
06.05.1997; 5029.80;   4988.40;   5058.00;   4981.60;   4986.30;   4994.50;   6071.60;   6021.70;   6105.70;   6013.50;     00.16;     00.13;          ;
05.05.1997; 4957.70;   5029.60;   5041.50;   4957.70;   5026.90;   5042.70;   5984.20;   6071.40;   6085.80;   5984.20;     00.31;     00.12;          ;
02.05.1997; 4899.40;   4953.50;   4958.20;   4893.00;   4947.20;   4957.60;   5913.80;   5979.10;   5984.80;   5906.10;     00.21;     00.12;          ;
30.04.1997; 4856.90;   4897.60;   4903.50;   4855.50;   4887.00;   4905.90;   5862.50;   5911.60;   5918.80;   5860.80;     00.38;     00.12;          ;
29.04.1997; 4793.70;   4855.10;   4864.30;   4793.70;   4850.70;   4858.50;   5786.20;   5860.30;   5871.40;   5786.20;     00.16;     00.12;          ;
28.04.1997; 4775.60;   4793.30;   4801.80;   4775.40;   4784.40;   4795.70;   5764.40;   5785.70;   5795.90;   5764.10;     00.24;     00.12;          ;
25.04.1997; 4834.20;   4772.30;   4834.20;   4762.40;   4762.50;   4776.20;   5818.90;   5760.40;   5818.90;   5748.50;     00.28;     00.12;          ;
24.04.1997; 4785.30;   4836.10;   4837.50;   4784.70;   4824.10;   4836.90;   5760.10;   5821.20;   5822.90;   5759.40;     00.27;     00.12;          ;
23.04.1997; 4755.00;   4781.10;   4813.70;   4755.00;   4776.20;   4783.70;   5723.60;   5755.00;   5794.30;   5723.60;     00.16;     00.50;          ;
22.04.1997; 4742.00;   4752.30;   4769.10;   4736.10;   4747.50;   4756.90;   5694.30;   5720.40;   5740.60;   5694.30;     00.20;     00.12;          ;
21.04.1997; 4698.70;   4740.10;   4756.30;   4678.80;   4734.80;   4743.50;   5642.20;   5692.00;   5711.40;   5618.30;     00.18;     00.12;          ;
18.04.1997; 4663.70;   4699.10;   4707.50;   4635.00;   4692.70;   4704.40;   5600.10;   5642.70;   5652.80;   5565.70;     00.25;     00.12;          ;
17.04.1997; 4627.30;   4665.70;   4681.30;   4627.30;   4661.20;   4667.80;   5556.50;   5602.60;   5621.40;   5556.50;     00.14;     00.12;          ;
16.04.1997; 4645.40;   4625.60;   4659.00;   4609.80;   4622.60;   4630.10;   5578.20;   5554.50;   5594.50;   5535.50;     00.16;     00.13;          ;
15.04.1997; 4587.70;   4643.40;   4660.30;   4587.10;   4640.10;   4646.20;   5509.00;   5575.90;   5596.10;   5508.20;     00.13;     00.13;          ;
14.04.1997; 4587.00;   4586.30;   4591.60;   4537.30;   4584.90;   4596.40;   5508.10;   5507.20;   5513.70;   5448.40;     00.25;     00.14;          ;
11.04.1997; 4629.00;   4604.20;   4660.60;   4603.90;   4599.90;   4611.50;   5558.60;   5528.70;   5596.40;   5528.40;     00.25;     00.13;          ;
10.04.1997; 4634.70;   4626.60;   4652.20;   4608.50;   4623.20;   4629.00;   5565.30;   5555.70;   5586.40;   5533.90;     00.13;     00.13;          ;
09.04.1997; 4588.00;   4634.90;   4645.20;   4588.00;   4630.50;   4636.80;   5509.30;   5565.60;   5577.90;   5509.30;     00.14;     00.74;          ;
08.04.1997; 4585.60;   4582.60;   4609.90;   4564.40;   4580.70;   4588.60;   5505.50;   5502.80;   5535.50;   5480.90;     00.17;     00.13;          ;
07.04.1997; 4481.10;   4588.00;   4595.80;   4481.10;   4582.50;   4595.50;   5380.00;   5508.30;   5517.80;   5380.00;     00.28;     00.13;          ;
04.04.1997; 4464.60;   4471.50;   4510.20;   4464.60;   4463.70;   4475.10;   5360.30;   5368.50;   5414.90;   5360.30;     00.26;     00.14;          ;
03.04.1997; 4489.70;   4463.90;   4501.30;   4441.10;   4459.00;   4466.80;   5390.40;   5359.40;   5404.30;   5332.00;     00.17;     00.14;          ;
02.04.1997; 4503.90;   4488.70;   4550.60;   4474.80;   4482.40;   4492.20;   5407.50;   5389.20;   5463.50;   5372.50;     00.22;     00.13;          ;
01.04.1997; 4628.70;   4501.70;   4628.70;   4482.20;   4493.90;   4502.80;   5557.20;   5404.70;   5557.20;   5381.40;     00.20;     00.14;          ;
27.03.1997; 4620.50;   4659.20;   4669.40;   4618.20;   4651.20;   4664.10;   5547.40;   5593.80;   5606.10;   5544.70;     00.28;     00.14;          ;
26.03.1997; 4561.70;   4620.50;   4637.00;   4561.70;   4611.40;   4626.20;   5476.80;   5547.40;   5567.20;   5476.80;     00.32;     00.14;          ;
25.03.1997; 4500.30;   4558.60;   4571.80;   4499.60;   4553.90;   4573.50;   5403.10;   5473.10;   5488.90;   5402.20;     00.42;     00.12;          ;
24.03.1997; 4494.30;   4497.30;   4526.80;   4493.10;   4496.50;   4505.60;   5395.90;   5399.40;   5434.90;   5394.40;     00.20;     00.13;          ;
21.03.1997; 4445.20;   4491.30;   4499.70;   4441.70;   4486.20;   4494.40;   5336.90;   5392.30;   5402.40;   5332.80;     00.18;     00.15;          ;
20.03.1997; 4532.60;   4442.90;   4532.60;   4432.70;   4433.50;   4447.40;   5441.90;   5334.20;   5441.90;   5321.90;     00.32;     00.15;          ;
19.03.1997; 4519.70;   4535.10;   4544.00;   4509.70;   4529.20;   4538.00;   5426.40;   5444.90;   5455.60;   5414.30;     00.19;     00.15;          ;
18.03.1997; 4557.30;   4519.90;   4576.30;   4494.80;   4512.90;   4520.90;   5471.60;   5426.60;   5494.30;   5396.50;     00.18;     00.16;          ;
17.03.1997; 4635.70;   4556.50;   4635.70;   4542.70;   4555.40;   4563.70;   5565.70;   5470.50;   5565.70;   5454.00;     00.18;     00.16;          ;
14.03.1997; 4606.60;   4636.20;   4637.60;   4513.50;   4624.50;   4635.70;   5530.70;   5566.30;   5568.00;   5419.00;     00.24;     00.16;          ;
13.03.1997; 4673.90;   4609.90;   4673.90;   4591.90;   4603.80;   4612.80;   5611.60;   5534.70;   5611.60;   5513.10;     00.20;     00.14;          ;
12.03.1997; 4673.70;   4676.20;   4716.90;   4661.60;   4672.20;   4680.30;   5611.30;   5614.30;   5663.10;   5596.80;     00.18;     00.14;          ;
11.03.1997; 4691.60;   4677.10;   4734.10;   4669.50;   4647.90;   4682.50;   5632.70;   5615.40;   5683.80;   5606.30;     00.74;     00.12;          ;
10.03.1997; 4641.40;   4684.40;   4696.50;   4641.40;   4676.70;   4687.40;   5572.50;   5624.10;   5638.70;   5572.50;     00.24;     00.13;          ;
07.03.1997; 4604.00;   4638.90;   4640.90;   4562.40;   4634.70;   4642.70;   5527.60;   5569.50;   5571.90;   5477.60;     00.17;     00.13;          ;
06.03.1997; 4556.00;   4605.20;   4609.40;   4556.00;   4602.70;   4611.90;   5470.00;   5529.00;   5534.00;   5470.00;     00.20;     00.12;          ;
05.03.1997; 4512.00;   4547.10;   4550.80;   4497.70;   4540.70;   4550.60;   5417.10;   5459.20;   5463.70;   5400.00;     00.22;     00.12;          ;
04.03.1997; 4468.60;   4513.70;   4520.10;   4468.60;   4508.60;   4517.30;   5365.00;   5419.10;   5426.90;   5365.00;     00.19;     00.11;          ;
03.03.1997; 4487.70;   4460.10;   4495.40;   4451.00;   4456.20;   4463.10;   5388.00;   5354.80;   5397.20;   5343.90;     00.15;     00.13;          ;
28.02.1997; 4519.50;   4487.60;   4519.50;   4467.50;   4484.80;   4494.60;   5426.20;   5387.90;   5426.20;   5363.80;     00.22;     00.14;          ;
27.02.1997; 4540.10;   4519.70;   4570.50;   4511.80;   4516.70;   4525.20;   5450.90;   5426.40;   5487.40;   5416.90;     00.19;     00.13;          ;
26.02.1997; 4502.70;   4539.00;   4566.00;   4492.50;   4536.90;   4544.10;   5406.00;   5449.50;   5482.00;   5393.70;     00.16;     00.13;          ;
25.02.1997; 4463.20;   4503.90;   4510.60;   4463.20;   4501.70;   4508.90;   5358.50;   5407.40;   5415.40;   5358.50;     00.16;     00.11;          ;
24.02.1997; 4522.40;   4463.20;   4522.40;   4442.50;   4457.80;   4465.00;   5428.80;   5358.50;   5428.80;   5333.70;     00.16;     00.12;          ;
21.02.1997; 4525.60;   4522.50;   4532.00;   4493.00;   4518.30;   4524.70;   5432.70;   5428.90;   5440.30;   5393.60;     00.14;     00.12;          ;
20.02.1997; 4523.90;   4530.80;   4549.60;   4506.00;   4525.40;   4536.60;   5430.60;   5438.90;   5461.40;   5409.20;     00.25;     00.12;          ;
19.02.1997; 4491.50;   4525.50;   4546.00;   4491.50;   4521.90;   4529.20;   5391.70;   5432.60;   5457.20;   5391.70;     00.16;     00.11;          ;
18.02.1997; 4514.60;   4490.70;   4548.10;   4487.60;   4486.50;   4493.30;   5419.50;   5390.80;   5459.70;   5387.10;     00.15;     00.12;          ;
17.02.1997; 4466.10;   4514.60;   4534.00;   4466.10;   4511.20;   4519.50;   5361.30;   5419.50;   5442.70;   5361.30;     00.18;     00.12;          ;
14.02.1997; 4436.90;   4464.20;   4473.50;   4435.10;   4460.40;   4467.00;   5326.20;   5359.00;   5370.10;   5324.00;     00.15;     00.11;          ;
13.02.1997; 4445.50;   4436.30;   4467.40;   4422.70;   4430.10;   4438.70;   5336.50;   5325.50;   5362.80;   5309.20;     00.19;     00.12;          ;
12.02.1997; 4410.70;   4444.10;   4452.00;   4410.70;   4441.40;   4448.10;   5294.70;   5334.80;   5344.40;   5294.70;     00.15;     00.11;          ;
11.02.1997; 4385.00;   4408.40;   4408.40;   4363.60;   4400.40;   4408.90;   5263.80;   5292.00;   5292.00;   5238.20;     00.19;     00.12;          ;
10.02.1997; 4358.20;   4384.30;   4389.50;   4354.60;   4378.10;   4391.10;   5231.70;   5263.00;   5269.30;   5227.40;     00.30;     00.11;          ;
07.02.1997; 4311.20;   4357.90;   4362.50;   4311.20;   4354.40;   4363.20;   5175.20;   5231.30;   5236.80;   5175.20;     00.20;     00.12;          ;
06.02.1997; 4301.60;   4309.80;   4312.50;   4274.20;   4305.80;   4313.10;   5163.80;   5173.60;   5176.90;   5130.90;     00.17;     00.12;          ;
05.02.1997; 4296.90;   4305.50;   4327.60;   4289.70;   4300.80;   4308.10;   5158.20;   5168.40;   5195.00;   5149.50;     00.19;     00.14;          ;
04.02.1997; 4283.40;   4296.50;   4314.40;   4283.40;   4293.40;   4299.60;   5142.00;   5157.70;   5179.10;   5142.00;     00.14;     00.12;          ;
03.02.1997; 4271.00;   4282.80;   4298.30;   4234.10;   4280.60;   4288.60;   5127.00;   5141.20;   5159.80;   5082.70;     00.19;     00.13;          ;
31.01.1997; 4209.70;   4272.20;   4272.40;   4209.50;   4263.90;   4273.60;   5053.40;   5128.50;   5128.70;   5053.20;     00.23;     00.13;          ;
30.01.1997; 4171.80;   4209.10;   4215.40;   4171.80;   4203.60;   4210.80;   5008.00;   5052.70;   5060.30;   5008.00;     00.17;     00.12;          ;
29.01.1997; 4182.50;   4169.70;   4182.50;   4141.60;   4162.10;   4171.30;   5020.80;   5005.50;   5020.80;   4971.70;     00.22;     00.13;          ;
28.01.1997; 4130.00;   4182.30;   4182.90;   4128.90;   4177.70;   4184.10;   4957.80;   5020.60;   5021.30;   4956.40;     00.15;     00.12;          ;
27.01.1997; 4127.40;   4127.30;   4156.80;   4127.20;   4126.10;   4133.50;   4954.60;   4954.50;   4990.00;   4954.40;     00.18;     00.12;          ;
24.01.1997; 4153.10;   4125.50;   4153.10;   4082.70;   4117.10;   4127.40;   4985.50;   4952.30;   4985.50;   4901.00;     00.25;     00.14;          ;
23.01.1997; 4109.50;   4161.00;   4163.50;   4109.50;   4154.20;   4163.50;   4933.20;   4994.90;   4998.00;   4933.20;     00.22;     00.12;          ;
22.01.1997; 4028.50;   4115.40;   4155.20;   4027.90;   4112.20;   4119.10;   4836.00;   4940.20;   4988.00;   4835.20;     00.17;     00.14;          ;
21.01.1997; 4010.20;   4023.10;   4023.30;   3990.00;   4015.10;   4024.20;   4813.90;   4829.40;   4829.60;   4789.70;     00.22;     00.12;          ;
20.01.1997; 4021.60;   4009.50;   4043.00;   4006.50;   4006.20;   4013.70;   4827.70;   4813.10;   4853.30;   4809.50;     00.18;     00.12;          ;
17.01.1997; 4007.60;   4019.90;   4022.40;   4005.90;   4014.70;   4021.20;   4810.90;   4825.70;   4828.70;   4808.80;     00.16;     00.11;          ;
16.01.1997; 3981.60;   4007.10;   4009.20;   3973.20;   4004.10;   4009.40;   4779.60;   4810.20;   4812.70;   4769.50;     00.13;     00.11;          ;
15.01.1997; 3984.00;   3979.60;   4004.80;   3971.50;   3975.10;   3982.50;   4782.60;   4777.20;   4807.40;   4767.50;     00.19;     00.11;          ;
14.01.1997; 3977.20;   3983.60;   3990.90;   3969.30;   3981.60;   3986.80;   4774.30;   4782.10;   4790.80;   4764.90;     00.13;     00.11;          ;
13.01.1997; 3949.70;   3975.50;   3983.50;   3949.70;   3971.30;   3977.70;   4741.40;   4772.30;   4782.00;   4741.40;     00.16;     00.11;          ;
10.01.1997; 3966.20;   3947.40;   3971.20;   3924.90;   3944.40;   3951.00;   4761.10;   4738.60;   4767.20;   4711.60;     00.17;     00.13;          ;
09.01.1997; 3944.80;   3966.20;   3966.50;   3934.80;   3960.00;   3966.70;   4735.40;   4761.10;   4761.50;   4723.40;     00.17;     00.13;          ;
08.01.1997; 3923.70;   3944.90;   3962.70;   3923.70;   3940.00;   3947.50;   4710.20;   4735.60;   4757.00;   4710.20;     00.19;     00.13;          ;
07.01.1997; 3921.40;   3922.90;   3936.30;   3897.20;   3921.00;   3926.80;   4707.30;   4709.20;   4725.30;   4678.30;     00.15;     00.13;          ;
06.01.1997; 3943.10;   3923.80;   3962.40;   3914.20;   3921.00;   3927.90;   4733.40;   4710.20;   4756.60;   4698.70;     00.18;     00.42;          ;
03.01.1997; 3941.90;   3940.10;   3949.40;   3917.10;   3936.90;   3945.30;   4732.00;   4729.80;   4741.00;   4702.20;     00.21;     00.13;          ;
31.12.1996; 3947.10;   3942.20;   3949.70;   3934.20;   3937.60;   3943.30;   4738.20;   4732.40;   4741.30;   4722.70;     00.14;     00.19;          ;
30.12.1996; 3922.40;   3948.30;   3951.30;   3922.40;   3942.10;   3950.90;   4708.60;   4739.60;   4743.30;   4708.60;     00.22;     00.13;          ;
27.12.1996; 3871.60;   3922.20;   3923.90;   3871.60;   3920.40;   3926.30;   4647.60;   4708.40;   4710.40;   4647.60;     00.15;     00.13;          ;
24.12.1996; 3874.00;   3869.80;   3874.00;   3860.00;   3865.00;   3871.70;   4650.40;   4645.40;   4650.40;   4633.60;     00.17;     00.14;          ;
23.12.1996; 3894.40;   3875.50;   3895.00;   3874.00;   3871.50;   3880.80;   4675.00;   4652.30;   4675.70;   4650.40;     00.24;     00.13;          ;
20.12.1996; 3881.40;   3890.10;   3903.60;   3881.40;   3876.00;   3911.60;   4659.40;   4669.80;   4686.00;   4659.40;     53.85;     00.51;          ;
19.12.1996; 3869.90;   3880.80;   3883.80;   3856.60;   3877.00;   3883.60;   4645.50;   4658.60;   4662.20;   4629.60;     00.17;     00.12;          ;
18.12.1996; 3850.70;   3874.00;   3880.30;   3850.70;   3870.40;   3877.40;   4622.50;   4650.50;   4658.00;   4622.50;     00.18;     00.12;          ;
17.12.1996; 3867.80;   3850.40;   3875.10;   3832.30;   3844.90;   3852.10;   4643.00;   4622.10;   4651.80;   4600.40;     00.18;     00.13;          ;
16.12.1996; 3843.40;   3869.20;   3874.20;   3843.40;   3865.90;   3872.50;   4613.80;   4644.70;   4650.80;   4613.80;     00.17;     00.12;          ;
13.12.1996; 3853.70;   3839.30;   3853.70;   3813.70;   3835.90;   3843.80;   4626.20;   4608.80;   4626.20;   4578.10;     00.21;     00.13;          ;
12.12.1996; 3859.30;   3860.00;   3872.10;   3851.90;   3855.50;   3864.20;   4632.80;   4633.60;   4648.20;   4623.90;     00.23;     00.12;          ;
11.12.1996; 3882.00;   3857.60;   3882.00;   3817.30;   3854.30;   3861.30;   4660.00;   4630.70;   4660.00;   4582.40;     00.18;     00.14;          ;
10.12.1996; 3875.30;   3885.40;   3899.80;   3875.30;   3882.70;   3888.20;   4652.00;   4664.20;   4681.50;   4652.00;     00.14;     00.11;          ;
09.12.1996; 3837.80;   3874.00;   3884.00;   3837.20;   3870.70;   3877.20;   4607.00;   4650.50;   4662.50;   4606.20;     00.17;     00.12;          ;
06.12.1996; 3907.70;   3835.50;   3907.70;   3804.60;   3831.30;   3838.30;   4690.90;   4604.20;   4690.90;   4567.20;     00.18;     00.16;          ;
05.12.1996; 3911.60;   3913.80;   3937.50;   3904.50;   3909.90;   3915.70;   4695.60;   4698.20;   4726.70;   4687.10;     00.15;     00.12;          ;
04.12.1996; 3921.20;   3910.60;   3922.70;   3898.40;   3907.10;   3912.90;   4707.10;   4694.30;   4708.90;   4679.80;     00.15;     00.11;          ;
03.12.1996; 3876.10;   3924.50;   3924.50;   3875.80;   3918.10;   3925.10;   4653.00;   4711.00;   4711.00;   4652.60;     00.18;     00.11;          ;
02.12.1996; 3902.50;   3874.00;   3908.90;   3873.10;   3870.60;   3877.40;   4684.70;   4650.50;   4692.30;   4649.40;     00.18;     00.13;          ;
29.11.1996; 3884.60;   3902.50;   3903.20;   3884.60;   3852.30;   3948.20;   4663.20;   4684.70;   4685.50;   4663.20;     02.46;     00.12;          ;
28.11.1996; 3845.00;   3884.10;   3887.20;   3839.30;   3881.00;   3886.60;   4615.70;   4662.60;   4666.30;   4608.70;     00.14;     00.12;          ;
27.11.1996; 3877.80;   3845.30;   3878.20;   3840.20;   3841.60;   3849.80;   4651.10;   4616.00;   4651.60;   4609.90;     00.21;     00.12;          ;
26.11.1996; 3893.70;   3878.20;   3899.40;   3865.80;   3874.90;   3880.30;   4670.20;   4651.60;   4677.10;   4636.80;     00.14;     00.12;          ;
25.11.1996; 3884.00;   3891.70;   3906.20;   3881.40;   3888.40;   3893.80;   4658.60;   4667.70;   4685.20;   4655.40;     00.14;     00.11;          ;
22.11.1996; 3862.60;   3882.80;   3890.60;   3861.90;   3880.00;   3885.40;   4632.90;   4657.10;   4666.40;   4632.00;     00.14;     00.12;          ;
21.11.1996; 3882.70;   3861.50;   3896.00;   3859.00;   3859.00;   3866.60;   4657.00;   4631.50;   4673.00;   4628.60;     00.20;     00.12;          ;
20.11.1996; 3894.50;   3883.30;   3904.60;   3871.70;   3878.50;   3885.70;   4671.20;   4657.70;   4683.20;   4643.80;     00.19;     00.11;          ;
19.11.1996; 3887.90;   3892.60;   3895.80;   3873.10;   3888.90;   3894.50;   4663.30;   4668.90;   4672.70;   4645.50;     00.14;     00.11;          ;
18.11.1996; 3896.40;   3888.30;   3904.00;   3884.00;   3883.60;   3889.40;   4673.40;   4663.70;   4682.50;   4658.50;     00.15;     00.11;          ;
15.11.1996; 3858.10;   3897.90;   3902.10;   3858.10;   3894.50;   3900.70;   4627.50;   4675.20;   4680.30;   4627.50;     00.16;     00.12;          ;
14.11.1996; 3826.10;   3856.40;   3859.30;   3826.10;   3852.30;   3859.50;   4589.10;   4625.40;   4628.90;   4589.10;     00.19;     00.12;          ;
13.11.1996; 3830.20;   3825.70;   3836.50;   3820.00;   3821.90;   3827.50;   4594.00;   4588.60;   4601.60;   4581.70;     00.15;     00.12;          ;
12.11.1996; 3828.60;   3829.80;   3841.90;   3827.40;   3827.30;   3831.70;   4592.20;   4593.60;   4608.00;   4590.70;     00.11;     00.11;          ;
11.11.1996; 3812.40;   3827.60;   3832.40;   3812.40;   3826.10;   3831.10;   4572.70;   4590.90;   4596.60;   4572.70;     00.13;     00.12;          ;
08.11.1996; 3815.00;   3812.00;   3826.10;   3807.40;   3809.90;   3814.70;   4575.70;   4572.30;   4589.20;   4566.70;     00.13;     00.12;          ;
07.11.1996; 3815.10;   3811.50;   3815.10;   3789.60;   3806.90;   3812.60;   4575.90;   4571.50;   4575.90;   4545.40;     00.15;     00.12;          ;
06.11.1996; 3788.30;   3815.40;   3819.10;   3788.30;   3811.60;   3817.50;   4543.70;   4576.30;   4580.70;   4543.70;     00.15;     00.12;          ;
05.11.1996; 3750.60;   3784.80;   3786.50;   3750.60;   3781.60;   3787.50;   4498.50;   4539.50;   4541.60;   4498.50;     00.16;     00.12;          ;
04.11.1996; 3736.00;   3749.20;   3751.20;   3728.20;   3746.40;   3751.20;   4481.10;   4496.80;   4499.30;   4471.70;     00.13;     00.12;          ;
01.11.1996; 3727.30;   3736.10;   3749.70;   3727.30;   3731.70;   3738.90;   4470.60;   4481.10;   4497.50;   4470.60;     00.19;     00.12;          ;
31.10.1996; 3723.80;   3725.30;   3733.90;   3713.50;   3722.60;   3728.60;   4466.40;   4468.20;   4478.50;   4454.10;     00.16;     00.13;          ;
30.10.1996; 3733.40;   3723.10;   3752.30;   3722.90;   3721.80;   3726.80;   4477.90;   4465.60;   4500.60;   4465.30;     00.13;     00.12;          ;
29.10.1996; 3760.80;   3732.00;   3761.00;   3725.50;   3729.40;   3734.50;   4510.70;   4476.30;   4511.00;   4468.50;     00.14;     00.13;          ;
28.10.1996; 3759.40;   3763.50;   3774.20;   3751.20;   3758.70;   3764.30;   4509.10;   4514.10;   4526.90;   4499.30;     00.15;     00.12;          ;
25.10.1996; 3750.90;   3758.70;   3762.00;   3736.80;   3755.20;   3759.90;   4498.90;   4508.30;   4512.30;   4481.90;     00.13;     00.13;          ;
24.10.1996; 3743.60;   3753.60;   3763.90;   3735.20;   3748.30;   3757.30;   4490.10;   4502.20;   4514.50;   4480.00;     00.24;     00.13;          ;
23.10.1996; 3773.80;   3742.90;   3773.80;   3730.30;   3739.30;   3745.40;   4526.30;   4489.30;   4526.30;   4474.20;     00.16;     00.14;          ;
22.10.1996; 3780.90;   3775.30;   3785.60;   3769.30;   3774.30;   3778.80;   4534.90;   4528.20;   4540.50;   4521.00;     00.12;     00.13;          ;
21.10.1996; 3804.80;   3788.20;   3817.70;   3784.80;   3785.20;   3792.40;   4563.60;   4543.60;   4579.00;   4539.50;     00.19;     00.13;          ;
18.10.1996; 3794.70;   3803.30;   3819.70;   3793.70;   3801.20;   3807.90;   4551.50;   4561.70;   4581.40;   4550.30;     00.18;     00.12;          ;
17.10.1996; 3788.70;   3793.20;   3811.10;   3787.30;   3790.50;   3795.50;   4544.20;   4549.60;   4571.10;   4542.60;     00.13;     00.13;          ;
16.10.1996; 3822.20;   3790.20;   3822.40;   3788.10;   3787.40;   3793.10;   4584.40;   4546.10;   4584.70;   4543.60;     00.15;     00.12;          ;
15.10.1996; 3815.40;   3822.20;   3838.70;   3814.80;   3817.00;   3823.10;   4576.30;   4584.40;   4604.20;   4575.60;     00.16;     00.12;          ;
14.10.1996; 3805.60;   3813.70;   3818.90;   3805.40;   3810.30;   3814.60;   4564.60;   4574.20;   4580.50;   4564.30;     00.11;     00.12;          ;
11.10.1996; 3797.40;   3805.20;   3808.80;   3789.10;   3748.20;   3911.20;   4554.70;   4564.10;   4568.40;   4544.80;     04.23;     00.14;          ;
10.10.1996; 3808.40;   3797.30;   3810.20;   3784.00;   3793.50;   3797.80;   4567.80;   4554.60;   4570.00;   4538.60;     00.11;     00.14;          ;
