close,date,high,low,marketcap,open,volume
0.071293,"Oct 14, 2018",0.073775,0.070715,"1,894,314,604",0.073063,"26,250,600"
0.073103,"Oct 13, 2018",0.074890,0.072471,"1,883,252,239",0.072637,"23,571,900"
0.073214,"Oct 12, 2018",0.075880,0.069839,"1,823,681,361",0.070339,"40,979,000"
0.070939,"Oct 11, 2018",0.084552,0.070026,"2,191,491,344",0.084525,"72,659,700"
0.084679,"Oct 10, 2018",0.086432,0.083542,"2,238,678,368",0.086345,"35,888,200"
0.086357,"Oct 09, 2018",0.087511,0.084461,"2,249,758,312",0.086773,"38,710,200"
0.086607,"Oct 08, 2018",0.088169,0.083198,"2,191,644,722",0.084531,"62,079,800"
0.084658,"Oct 07, 2018",0.085151,0.080741,"2,111,859,776",0.081454,"34,848,400"
0.081303,"Oct 06, 2018",0.083729,0.080985,"2,159,947,559",0.083309,"26,277,600"
0.082991,"Oct 05, 2018",0.083090,0.080690,"2,109,979,828",0.081381,"31,160,900"
0.081304,"Oct 04, 2018",0.082789,0.080534,"2,095,376,625",0.080818,"31,665,100"
0.080789,"Oct 03, 2018",0.082405,0.079175,"2,126,842,175",0.082032,"38,063,700"
0.082525,"Oct 02, 2018",0.084681,0.082388,"2,193,543,021",0.084604,"34,775,200"
0.084469,"Oct 01, 2018",0.085806,0.082636,"2,211,379,146",0.085292,"42,076,400"
0.085195,"Sep 30, 2018",0.086804,0.083421,"2,187,407,693",0.084368,"49,853,100"
0.084606,"Sep 29, 2018",0.086371,0.081708,"2,170,414,570",0.083712,"55,854,000"
0.084031,"Sep 28, 2018",0.088327,0.082045,"2,240,187,039",0.086403,"89,113,600"
0.086001,"Sep 27, 2018",0.087636,0.078421,"2,060,321,945",0.079466,"101,911,000"
0.079476,"Sep 26, 2018",0.082871,0.077172,"2,099,889,117",0.080992,"64,321,400"
0.081028,"Sep 25, 2018",0.082303,0.075378,"2,133,887,341",0.082303,"87,535,200"
0.082754,"Sep 24, 2018",0.091354,0.082314,"2,325,801,329",0.089705,"89,522,100"
0.089753,"Sep 23, 2018",0.093225,0.082894,"2,164,602,032",0.083488,"149,996,000"
0.083193,"Sep 22, 2018",0.088390,0.080326,"2,272,770,473",0.087660,"82,526,800"
0.087606,"Sep 21, 2018",0.089908,0.081230,"2,120,256,757",0.081778,"212,274,000"
0.081493,"Sep 20, 2018",0.082661,0.071514,"1,878,139,756",0.072439,"103,788,000"
0.072350,"Sep 19, 2018",0.074414,0.067413,"1,792,740,273",0.069145,"96,071,300"
0.069430,"Sep 18, 2018",0.070220,0.062599,"1,648,140,223",0.063568,"67,159,000"
0.063899,"Sep 17, 2018",0.070270,0.063415,"1,811,115,541",0.069854,"48,609,600"
0.069962,"Sep 16, 2018",0.069981,0.066620,"1,792,935,376",0.069153,"32,643,600"
0.069322,"Sep 15, 2018",0.070365,0.067798,"1,761,167,899",0.067928,"34,842,300"
0.068248,"Sep 14, 2018",0.070719,0.066107,"1,817,336,636",0.070094,"62,256,800"
0.069829,"Sep 13, 2018",0.070931,0.065717,"1,738,490,504",0.067053,"86,011,700"
0.066745,"Sep 12, 2018",0.070794,0.061708,"1,835,484,734",0.070794,"91,272,400"
0.070513,"Sep 11, 2018",0.074750,0.067144,"1,923,264,092",0.074180,"47,614,500"
0.073508,"Sep 10, 2018",0.078133,0.072209,"2,003,572,341",0.077277,"44,682,000"
0.076643,"Sep 09, 2018",0.081148,0.075025,"2,033,793,671",0.078443,"47,870,100"
0.078235,"Sep 08, 2018",0.085130,0.077505,"2,180,994,778",0.084120,"35,208,700"
0.083983,"Sep 07, 2018",0.089645,0.083456,"2,295,089,535",0.088521,"41,868,100"
0.088666,"Sep 06, 2018",0.089429,0.083130,"2,269,270,974",0.087525,"73,239,200"
0.087569,"Sep 05, 2018",0.106217,0.087569,"2,729,273,323",0.105267,"98,708,900"
0.105265,"Sep 04, 2018",0.106509,0.103385,"2,683,029,750",0.103484,"54,317,400"
0.103607,"Sep 03, 2018",0.105193,0.102529,"2,713,256,682",0.104650,"53,687,200"
0.104432,"Sep 02, 2018",0.107182,0.102511,"2,771,694,028",0.106903,"58,391,900"
